username,media_count,average_likes,is_private,real_account
jerry_calamayo,68,,True,True
shanolahampton,1884,,False,True
mtdubbs374,1026,,False,True
delfsere1,443,,True,True
lucagram_88,394,,False,True
passerottodimonte,8,,True,True
leperleditina,171,,False,True
enzotrib97,141,,True,True
carlarojas18,256,,True,True
rosacakedesigner,2686,,False,True
albafombona_,65,,True,True
pan_de_kiran_japan,3243,,False,True
v_vio_violetta,1271,,False,True
giuliabolognini2,432,,True,True
marianaga.1998,108,,True,True
marcopellegrini17,27,,False,True
feltrinelli_editore,3444,,False,True
pyramid_bea,71,,True,True
thestyledogma,1682,,False,True
erika_palazzo,231,,True,True
alex_kri_stian,1104,,False,True
pracownia_godny,918,,False,True
kairos10,440,,True,True
nicogomez_4,48,,True,True
elizabethsulcer,3513,,False,True
leti_bi_,982,,False,True
bilbolbulfestival,381,,False,True
_crocetts,710,,False,True
influguenzer,420,,False,True
checcaflo,1010,,True,True
martina.nannipieri,129,,True,True
giadaluperini,224,,False,True
andretimpe,297,,True,True
martamaenza,1448,,False,True
futuropolis,878,,False,True
carlacavall,157,,False,True
alessio_bardi,26,,True,True
rob.accia,169,,True,True
simonemasse,32,,True,True
albamarquinez,330,,True,True
lucarogoli,36,,True,True
xalessianieddux,338,,True,True
muchcoffeeman,604,,False,True
sarah_adelaide,163,,False,True
psanchoo,18,,True,True
gettyimages,5439,,False,True
camillaniccolai,385,,True,True
ioteeilmare,4559,,False,True
carmen_barlady,592,,False,True
giuseppeserio,193,,True,True
giorgialfier,288,,True,True
arianesouzabol.com.b,83,,False,True
nicolaslefebvre.artist,87,,False,True
maria.169,469,,True,True
tilippofosi,12,,False,True
colas,6243,,False,True
benebelebere,301,,False,True
samuele_gerace,497,,True,True
maristellarossini,441,,True,True
marcella.fina.02,59,,True,True
alessssino,209,,False,True
zara,2838,,False,True
sara_galanti,34,,True,True
carlos_leto99,16,,True,True
handsome_frank,5725,,False,True
maddenrichard,264,,False,True
zipizep,128,,True,True
jess_19_90,94,,True,True
macs_iotti,2340,,False,True
hoodclips,1446,,False,True
chiaraors,951,,True,True
imperatochiara,269,,True,True
mar.co.p,56,,True,True
monsieurandres,819,,True,True
cristian_nigro_,21,,True,True
loremeinhof,5,,True,True
maria_conserva,89,,True,True
sunshinearas,88,,False,True
james_sturmish,279,,False,True
rosaliatedesco,354,,False,True
adetartiere,31,,True,True
francesco_manca.w,325,,True,True
giusy_vy,190,,True,True
jjjanax,2,,False,True
davids_asr,576,,True,True
the90ssupermodels,3091,,False,True
penelopeb,1023,,False,True
jorge.martin97,6,,True,True
robertodalo,150,,False,True
lilith2306,262,,False,True
muxxi,576,,False,True
erbinix,97,,True,True
gio_berna_,76,,False,True
sofi_zof,1,,True,True
18.martina,170,,True,True
saruscia,139,,True,True
dragoni_fabio68,79,,True,True
piercingsupply,300,,False,True
dalia21r,222,,True,True
disagiatimentali,3232,,True,True
ariannamorea,87,,False,True
nechamarhaba,150,,False,True
serenascarsini_,59,,False,True
_mariarosariacoppola_,66,,True,True
arts_helps,7466,,False,True
simongsahi,640,,False,True
eleonira,112,,True,True
alex_d87,77,,True,True
stefania.andreoni,143,,True,True
lapablitaa,171,,True,True
ornellatarantola,98,,False,True
vaniadifiore,98,,True,True
_giammo__,93,,True,True
emanueledelorenzo,626,,False,True
antonella_marino,371,,False,True
_bebetta,221,,False,True
nuovasimonelli,508,,False,True
mikaghela,1966,,True,True
cicci0ne94,76,,False,True
miriana_longo_,158,,True,True
chiaams,178,,False,True
riccardoqrt,426,,True,True
almostred,427,,True,True
bea_toni,21,,True,True
favarettofabio,75,,True,True
camilla.mc,83,,False,True
berto_barman,189,,False,True
quavohuncho,3597,,False,True
aledinazareth,1703,,False,True
massimiliano.cappelli_geom,131,,True,True
la_gallina_nera,32,,False,True
salento420,91,,False,True
itsmozhdeh,86,,True,True
her.dreams.today,2999,,False,True
fimitalia,885,,False,True
mirko.pappa,27,,True,True
nicolabaronti_,75,,True,True
johangerhardsen,436,,True,True
unsimonequalunque,501,,True,True
seanisk,47,,False,True
___m.s7___,40,,True,True
mary_quincy,2015,,False,True
federicadelprete,1669,,True,True
linusrivista,267,,False,True
letipicardo,22,,True,True
lucamaggio93,172,,True,True
fede_rica_rica,81,,False,True
gianluca_margheri,311,,False,True
illustrarts,11928,,False,True
alice.nannini,837,,False,True
thisisroberta_,408,,True,True
ariannaocchipinti,428,,False,True
cicciofogna,373,,True,True
antonio.zizzo,27,,True,True
claudiaattanasi,411,,True,True
vetrine_tcbf,127,,False,True
lili.autumn,108,,True,True
france_bianco,246,,True,True
kingmarracash,1750,,False,True
davi_paris,286,,False,True
contingenze,344,,False,True
niklababinski94,12,,True,True
monica_malatesta,54,,False,True
nymphorox,501,,True,True
cristina_martini13,13,,True,True
mattojones95,98,,True,True
rockromantic,1498,,True,True
armandomacri,4,,True,True
francescaadicostanzo,89,,True,True
mr_mbonambi,319,,True,True
simonatutino,252,,True,True
une_note_de_sucre,308,,False,True
mudjeauny,239,,True,True
alexdep04,237,,True,True
costanzabaldelli,1,,True,True
marco.caretti,16,,True,True
michela.licci,1301,,False,True
mauroicardi,2391,,False,True
alesscitro,143,,True,True
soloportraits,209,,False,True
devendrabanhart,759,,False,True
francesco_pablo,61,,True,True
capozzoli_pasquale,10,,True,True
pinkriot_arcigay_pisa,61,,False,True
ilibridigio,3446,,False,True
angelaceccanti,598,,True,True
saberalilou60,25,,True,True
jessmessi,963,,True,True
ciorophotoproject,1050,,False,True
mary98hernandez,78,,True,True
festivalmixbrasil,2285,,False,True
dariavex,478,,True,True
chrispelk,1189,,False,True
eleonorabucciolini,288,,True,True
studenteincrisi,557,,False,True
ericazeggio,232,,True,True
milazy420,503,,False,True
payaboomdabash,242,,False,True
betta_giu.milo,1094,,True,True
starrini_,82,,True,True
longo_carlo,74,,True,True
melibeaderojas,631,,True,True
claudiapassante,152,,True,True
dilettageri,1722,,False,True
martinrguezm,176,,True,True
giulietta_ghirga,147,,False,True
fabrizio_princivalli,657,,True,True
ross_d_ace,89,,True,True
vdegruson,196,,False,True
eve_the_junebug_squirrel_,2974,,False,True
altrocaffe,337,,False,True
murphsmeals,553,,False,True
iambienta,561,,False,True
danieldeclemente1,123,,False,True
apartmenttherapy,6131,,False,True
clotildedalmo,256,,True,True
greta_franchi,14,,True,True
clarissa_polidori,45,,True,True
saraangius7,304,,True,True
alessandraa_corrado,316,,False,True
morenomilanesi,73,,True,True
noemiferretti_94,57,,False,True
margothedog,958,,True,True
matteo_miglietta,178,,False,True
rosariodross,1101,,False,True
mircorini96,17,,True,True
marinaguazz,80,,True,True
digo_algo,863,,False,True
andre_4146,13,,True,True
marcobetti88,272,,True,True
ortolanileo,474,,False,True
highsnobiety,8778,,False,True
dariocannazza,76,,True,True
fabriqueducinema,1373,,False,True
gbggaia,246,,True,True
anacarolinam0709,58,,True,True
didi_amicoimmaginario,1537,,False,True
roseandfeatherintimates,1670,,True,True
mericomarco,98,,False,True
movimentoemancipazionepoesia,467,,False,True
fred.fm,616,,False,True
illuridocane,1200,,False,True
lazzaronibeerpub,77,,False,True
sofi.ri,308,,True,True
crsirbu,96,,True,True
zef_iro,21,,True,True
kevin__mnt,51,,False,True
_muccinalove_,419,,False,True
bernardotempesti,286,,True,True
evidentemente_chiara,1642,,True,True
boomdabash_official,281,,False,True
mementosalento,56,,False,True
_gi_gia_,68,,True,True
chiara_tessa,75,,True,True
antoineolivierpilon,231,,False,True
ariannanassi,134,,True,True
claude85,290,,True,True
davidga1998,41,,True,True
chiarabacalini,189,,True,True
wakima,941,,True,True
cicedefusco,30,,True,True
pasqualepalla,530,,False,True
giuliaacconci,394,,True,True
cristinalgg_98,83,,True,True
petuniaollister,846,,False,True
il_bomber,761,,False,True
ciccioasi,115,,False,True
_soph_c_,67,,True,True
carlo_sancho,240,,False,True
allpressespresso,855,,False,True
ayrtondibattista,65,,True,True
veronicaacin,144,,True,True
leotondo,961,,False,True
matilde.tricase,181,,True,True
marciompi,25,,True,True
fatimamountassir_,37,,True,True
carolina_cc_chen,915,,False,True
elleconlaccento,120,,True,True
the.big.dank.theory,296,,True,True
terry_mola,421,,True,True
racheleromboli,312,,True,True
musonepaolo,4,,True,True
pasqualecaliolo,164,,False,True
ursuli_me,651,,False,True
roberta_g7,463,,True,True
matteocrociani,3,,True,True
nibbioo,27,,False,True
fotidomenico.2018,57,,True,True
ryanmcginleystudios,2331,,False,True
simone_cecchini9801,32,,False,True
thony_fothony,152,,False,True
quasar.loop,64,,True,True
piveeee,151,,True,True
30politico,965,,False,True
carrarapastries,831,,False,True
gabrieledelfiume,136,,True,True
fedetacci,142,,True,True
ursuladagliocchiblu,190,,True,True
eliesaabworld,3779,,False,True
salgre_,231,,True,True
saramasoni,187,,True,True
_sarafoligno_,271,,True,True
gesubambinibrutti,80,,False,True
luciantu99,64,,True,True
giuliagiangr,115,,True,True
clerissealexandre,71,,False,True
filippo_luperini,66,,True,True
lindaafranchi,767,,True,True
giaele_pellegrini,155,,True,True
stin.sofi,329,,True,True
costantino_vetrone,160,,True,True
nuts_about_birds,5727,,False,True
chiaradieffe,504,,True,True
blixa__bargeld,645,,True,True
carlo_girone_,73,,True,True
theellenshow,8311,,False,True
mariarita.salamina,37,,True,True
chiaralands,535,,False,True
rap_pirata_puglia,76,,False,True
_elisasanti,378,,True,True
goodgirlwithbadthoughts,23917,,False,True
fe.cecchi,35,,False,True
sarinsssss,105,,True,True
s.lotano,83,,True,True
mariagaalan,35,,True,True
assoupaspossible,1076,,False,True
bruttomeski,233,,False,True
alearenars,52,,True,True
holdenaccio90,337,,False,True
latrendymode,1533,,False,True
giuliadelellis103,1328,,False,True
mairacamm,563,,False,True
thelastdils,358,,False,True
ilaria09_,217,,True,True
matildao_pane_carasao,6,,True,True
pastaevangelists,1297,,False,True
massidecle,373,,False,True
sarasetaro,271,,True,True
obsfood,1626,,False,True
lalalab,1713,,False,True
lemoonlesoleil,667,,False,True
parzialina,105,,True,True
wasjustabouttosaythat,699,,True,True
fabriquebakery,727,,False,True
kettytamburrini,352,,True,True
buck_design,343,,False,True
orang3fsu,582,,False,True
latedee,183,,True,True
deborah.pisani,671,,True,True
dnd_beats,16,,False,True
velieromilmar,24,,False,True
antodogali,231,,True,True
roberta_maiorano,71,,True,True
tannerfromtax,3909,,False,True
adriglezz_,79,,True,True
be__carol,78,,True,True
dnverlemos,24,,False,True
posarelli,23,,True,True
hanashiding,75,,True,True
criss991,253,,True,True
noemicasi,21,,True,True
ayaorientalbeautyitaly,13,,False,True
nachovilela,76,,True,True
mariajc9,177,,True,True
supradino,255,,True,True
marcorizzo,2474,,False,True
pollegelalla,151,,True,True
wopa_emy,282,,False,True
sky_fly_designs,125,,True,True
filippoarensi,67,,False,True
ivanmi97,40,,True,True
sofianest,536,,True,True
_pauucastro,104,,False,True
catherine_meurisse,207,,False,True
palma_francesca,233,,True,True
timoreca,157,,False,True
gio.meco,441,,False,True
rosalba_mancuso,170,,True,True
alby_ioss,316,,False,True
elbio_bonsaglio,2752,,False,True
eyesneverliechico,1872,,False,True
giuliano_giuly.07,46,,True,True
martina_olivierii,980,,False,True
miky_sp,251,,True,True
tophergrace,1049,,False,True
nicosuffredini,41,,False,True
adriantomine,558,,False,True
syrihanaluan,452,,False,True
mami197011,771,,False,True
mathilda.mai,435,,False,True
germansella,92,,True,True
lleonardopezzinii,306,,True,True
gio.liberati,544,,True,True
lisacusini,218,,True,True
blacklineems,238,,False,True
jaimecasass,97,,True,True
schreix,3367,,False,True
davide_savone,58,,True,True
_valentina_cennamo,874,,True,True
moni.ccrd,199,,True,True
ilenia_idm,349,,True,True
letizia.ragoni,56,,True,True
sciuraglam,370,,False,True
vin_sant,1421,,False,True
lokokitchen,193,,False,True
sca1406,97,,True,True
_vale_8991,34,,True,True
alessandraiandoli,147,,False,True
pilirossi94,224,,True,True
generalhogbuffer,59,,False,True
niko.biba_,11,,True,True
nicoletta_dany,1144,,False,True
beppe_linciano,84,,False,True
maffucci_lorenzo2,31,,True,True
almostmaurinho,262,,False,True
ileniacigni,283,,False,True
carolalorac_,300,,True,True
tommasodelnero,317,,False,True
so_long_marianne_,971,,True,True
magoz,262,,False,True
iosonoalessio,146,,True,True
claudiadragonetti,77,,True,True
realtimetvit,4075,,False,True
_diegolau_,112,,False,True
giuliaaparenti,554,,False,True
francesco__pierri,133,,True,True
dilefonta,452,,True,True
estrattocoffee,426,,False,True
ireneeguarducci,354,,False,True
saraatonelli,121,,True,True
cigsaftersex,92,,False,True
maik_isla,205,,False,True
salentofoodprn,1140,,False,True
paolabono96,66,,True,True
desireefischetti,421,,True,True
matthias__lehmann,60,,False,True
simo_cor,164,,True,True
sarahgaliulo,164,,True,True
ellenporteus,418,,False,True
fraracca_,109,,True,True
deborah.ballaro,805,,False,True
thepaulgram,757,,False,True
piersanteofficial_,32,,False,True
chiarafranconii,126,,True,True
salvatorebarardi,116,,True,True
starrysky_aboveme,22,,True,True
ilesibi,540,,True,True
giuliabeconcini,64,,True,True
vamoltolentina,425,,False,True
_erika_3194,2185,,True,True
case_studyo,447,,False,True
anuel_plaza,4,,True,True
daniravaglia,415,,True,True
valentinapucci_,335,,True,True
vittoriaporciani,709,,True,True
mary_coletta,65,,True,True
pier.mark.22,160,,True,True
shopdrellero,15757,,True,True
giizeleoliveira,2697,,False,True
__teeo,101,,False,True
freulerart,10612,,False,True
atkinscomics,75,,False,True
ilary_red,642,,False,True
giovannicalandrino,397,,True,True
elenaravasini,1277,,False,True
chiareddu98,427,,False,True
sergiogq23,146,,True,True
kings_villages,7968,,False,True
clo_foodblogger,191,,False,True
p_istacchio,66,,False,True
konditormagnus,2421,,False,True
undizfamily,4254,,False,True
valeriangione,491,,False,True
babaoriginal,1221,,False,True
skrunks,112,,True,True
mariosilva97,190,,True,True
historyinmemes,1010,,True,True
pelayo.93,6,,True,True
simone_zaccaria,471,,False,True
hario_japan,421,,False,True
francescoguerrieri__,323,,False,True
origiful,192,,False,True
saradmgc,365,,False,True
mybestiesays,328,,True,True
simonegemini,31,,True,True
marcopasca_,2,,False,True
gino_ruggiero_666,21,,True,True
sandramarchegianoofficial,81,,False,True
marcel1gs,125,,True,True
paolosoffiatti,1947,,False,True
latortasilviablog,192,,False,True
samuele_buselli,293,,False,True
jacopodemitri,43,,True,True
jcquadara,518,,True,True
zine.co.official,195,,False,True
joannsfar,5826,,False,True
tommaso_bertini,118,,False,True
albertobarbara1,99,,False,True
dvk0,62,,True,True
alternativebrewing,4907,,False,True
francescoforli,113,,False,True
salamealeicum,5,,False,True
pomellato,1640,,False,True
_maria_domingo,17,,True,True
samudoveri,11,,True,True
anthony.lnd,333,,False,True
verdianapru,483,,True,True
mafatifildefe_,41,,True,True
miguelp9,82,,True,True
emma_stefanini,121,,False,True
ale_bilanc,242,,False,True
madimartinez_,257,,True,True
marilda_pro,35,,True,True
seandsouza,360,,False,True
asiabardelloni,166,,False,True
chriswilsonvet,300,,False,True
cristodaromichela,46,,True,True
alefernandezf,198,,True,True
iacoponimanuel,18,,True,True
gabriele.salvatori_,45,,True,True
giulimalavasi,3010,,False,True
stellamaxwell,1917,,False,True
martaramirez.s,125,,True,True
trevisocomicbookfestival,1053,,False,True
dissoluzione,3176,,False,True
michele__mm7,223,,True,True
niccolo_garbarino,584,,True,True
lotsixtyonecoffee,694,,False,True
_sonia_____,242,,True,True
sierraofficialsr,32,,False,True
doctor_pizza_comics,118,,False,True
piersanteofficial_,32,,False,True
rosy.delieto,55,,True,True
margheritapipan,205,,True,True
livio_33,42,,False,True
diandraforrest,736,,False,True
trotonella,110,,True,True
lorenzadellangelo,251,,True,True
fefetimb,193,,True,True
andrepersico,403,,False,True
nicolasizzillo,471,,False,True
maliziachiara_,44,,True,True
giuliaguglielmotti,88,,False,True
iolitram,319,,False,True
captainfawcett,6323,,False,True
jr_tub,805,,True,True
manuele_castorani,20,,True,True
yoyopantry,251,,False,True
dinofetscher,401,,False,True
fa_degreg,315,,False,True
yuichiakagawa,494,,False,True
giuliettamilanese,247,,True,True
pelallas3,226,,True,True
enricabresciaph,2993,,False,True
lusienne__,266,,True,True
_luciamanca_,107,,False,True
pedralispa,1285,,False,True
valentino_moretti,54,,False,True
fornobrisa,385,,False,True
sara_rguezrojo,37,,True,True
_wallop,452,,False,True
maury_laz,27,,True,True
adriana.olmastroni,20,,True,True
giada_tasselli,435,,False,True
federicangelini,622,,True,True
gaiagiannellini,78,,False,True
robin_davey,135,,False,True
martifanni,2527,,True,True
martin.z8,367,,False,True
lorenzo_bonanni,52,,False,True
alejandromg07,44,,True,True
saveurmag,5587,,False,True
valeriapampaloni,96,,True,True
caterinavincenti,1261,,True,True
gvidopalmiromano,166,,True,True
sirbarbarossa,260,,False,True
ljiljanasostaric,73,,True,True
_urbanstor_,1652,,True,True
auroraamazzola,82,,False,True
seeladanse,927,,False,True
gabbanirachele,163,,True,True
boyswithplants,2949,,False,True
_jawaad_,1159,,True,True
germanmor,139,,False,True
silviadamat,653,,True,True
albertachiara,127,,True,True
alessiopiffanelli,19,,True,True
l_udovico_,47,,True,True
boyceyboycey,472,,False,True
ele_alfiux,225,,False,True
guyaroch,1450,,False,True
stroopwafelworld,1374,,False,True
cf_uroboro,245,,False,True
clauuvarela,1490,,True,True
amandanaughton,271,,True,True
lorenzo.orsini.93,68,,True,True
manuelito_1989_,18,,True,True
pilea.junior,1586,,True,True
c0s1m0_85,81,,True,True
luceres_,420,,True,True
fede_paladini,225,,False,True
kidrobot,4462,,False,True
ele_petracca,636,,True,True
zaccar02,31,,True,True
patiaguirre98,111,,True,True
giadadivi,450,,True,True
c_h_l_o_e.l,717,,True,True
giorgirub,631,,False,True
clacastel,36,,True,True
alilad.dalila,663,,True,True
_sofiacorona,27,,True,True
adrisaba9,25,,True,True
ferrettigloria,174,,True,True
ignacio_yaniz,75,,True,True
matteofiorillo98,9,,True,True
_elenamancini_,59,,True,True
officialslystallone,1302,,False,True
sick_muzz_,41,,True,True
fabiox0784,24,,True,True
titareco,1246,,False,True
marco_cremone,15,,False,True
torepappone,4,,True,True
antonio_dibelloo,93,,True,True
pendimenendez,146,,True,True
carlotta_dicristofaro,984,,True,True
alessanshine,724,,False,True
spataforlovee,2050,,False,True
desjanfilolli,41,,True,True
deborapattaro,100,,False,True
falaschina1,24,,False,True
emanuele_bellini_,105,,False,True
urso_miriana,192,,True,True
gretapanattoni,22,,True,True
roberta_fiorentini,10,,False,True
donatella_petraglia,321,,True,True
mezziniii,98,,True,True
cristianosignorini,80,,True,True
cane_secco,861,,False,True
lucafinotti,2115,,False,True
vitineee,5,,True,True
carminacavalletti,198,,True,True
stefanobaldanzi96,334,,True,True
angelacrispoldi,135,,True,True
giadacappellinii,38,,True,True
tony.nuzzo,76,,True,True
tunue,1745,,False,True
vivianagau,216,,True,True
lorenza.locantore,85,,True,True
demarcoelena,358,,False,True
freetomisstoo,86,,False,True
robertogiannoni,37,,False,True
tc_osarracin,76,,True,True
virma_brahimaj,82,,True,True
la_polls,395,,True,True
vittoriagiannini_,293,,True,True
mariavittoriasetti,1792,,True,True
valendimare,1013,,True,True
ndreucontaldo_98,146,,False,True
zio.ge,99,,True,True
landuccimatteo,131,,True,True
sae.motion,68,,True,True
bfsdesign,108,,False,True
elytda,136,,True,True
maria_di_micco,132,,False,True
jalitastet,274,,True,True
noemicomito,176,,True,True
tonibauza8,63,,True,True
carmenbarlotti,148,,True,True
_josefnaples_,77,,True,True
ilasun17,267,,True,True
ninabussotti,371,,False,True
erresse,516,,True,True
enricabrown,1025,,True,True
lararot5,18,,True,True
micheledilevrano,110,,False,True
chiara.pazzagli,75,,False,True
micmazza.11,180,,True,True
franzszony,423,,False,True
kamowanderlust,981,,False,True
rachelmatteoli,643,,True,True
_alilad_,253,,True,True
_xalice.x_,126,,True,True
_melekcetin,61,,True,True
insomnia.301,3473,,False,True
roberto.fabrini92,113,,True,True
regi92m,127,,True,True
jitinn_17,80,,True,True
matteo_g98,46,,True,True
emmeccileo,231,,True,True
marticecche,69,,False,True
emirshiro,89,,False,True
sabatinoconte,56,,True,True
toiletclubmilano,2190,,False,True
real.essiasing,4,,False,True
giova.sfr,265,,False,True
thedesigntip,5350,,False,True
bistrot_manalu,196,,False,True
nytimesopinionart,988,,False,True
valentinaricciarini,30,,True,True
m.a.u.r.i.z.i.a.n.o,553,,False,True
86mino,164,,False,True
valentina_morici,325,,True,True
___gloria.c___,193,,False,True
gio_evan,3854,,False,True
santimula,201,,True,True
francescobaldari,55,,True,True
verorenishiica,79,,True,True
guida_riccardo,3,,True,True
emiliodimicco,334,,True,True
_gambero2cv,661,,True,True
chiara.marchetti97,139,,True,True
robertalauretti_,101,,True,True
gaiettaaaa._,649,,False,True
ale_fitfood,1069,,False,True
giuliafulceri94,57,,True,True
adrianalima,1619,,False,True
smetanqa_junightclan,24,,False,True
lucreziau,4516,,False,True
kevinfilippobacci13,243,,True,True
nicolasghesquiere,1506,,False,True
maledizioni,1869,,True,True
dj_2p,873,,False,True
salvocampo53,26,,True,True
carlopuccinelli,4,,True,True
ignoranza.real,643,,True,True
gabriela390,763,,True,True
bardakamsterdam,174,,False,True
martina.darpino,23,,True,True
jacopopesce,351,,False,True
richardcalifornia,57,,True,True
wearetribalkush,93,,False,True
mohamednekhli,550,,False,True
renzoruberti,83,,True,True
alexchinneck,49,,False,True
egonschieleofficial,422,,False,True
giaz88,766,,True,True
lamarmoralucio,31,,True,True
giammatecce,17,,False,True
mmartinaab,49,,True,True
alexanderkhokhlovcom,284,,False,True
cabinetchatoyant,200,,False,True
isaleucci,250,,False,True
daiana_74,309,,True,True
idabort,17,,True,True
lacrishysteria,118,,True,True
ilaria_lopre,50,,True,True
stureardon,2305,,False,True
macrins96,253,,False,True
aisbergrecords,22,,False,True
sofialorenzini12,338,,False,True
luisampudia_,149,,True,True
lecoquelicot,1137,,False,True
junghyeonk,1194,,False,True
mashabrigatti,325,,False,True
benedettacultrara,45,,True,True
florapatruno18,2,,True,True
anninaanny,66,,True,True
ratedmodernmedia,244,,False,True
vvviolavvv,84,,True,True
marcantoniopoliti,30,,True,True
francepala,178,,False,True
francescoreali92,141,,False,True
erikaminutolo,344,,True,True
panificioindaco,92,,False,True
profumo_genova,60,,False,True
_alessiaferrini,123,,True,True
giusyromagnoli,130,,True,True
kikocamblor,8,,True,True
aleceri,227,,True,True
puschiluca,87,,True,True
eniwamura,848,,False,True
francescasollami,262,,True,True
pouya_fathe,71,,False,True
scacciagabbiani,349,,True,True
sonsofbarberbcn,234,,False,True
nicozironi,2282,,True,True
fabriziodigiorgi,154,,True,True
poli_marta,544,,False,True
_moonchay_,67,,False,True
gnagness,336,,True,True
coinophoey,345,,False,True
secretsupper,2438,,False,True
ceciox,53,,True,True
eugamer19,53,,True,True
tinadequattro,794,,True,True
francesco_terreni4,1,,True,True
simonepistillo96,33,,True,True
seatmusicawardsofficial,112,,False,True
zana_plejic,116,,True,True
casa_stones,52,,False,True
lorenzo___picardi,230,,True,True
tractor89,16,,True,True
paolacaroli,179,,True,True
gianna_vf,29,,True,True
marcocarrozzini93,176,,True,True
lollerchocho,85,,True,True
bettadegiorgi_,334,,True,True
foodlesdoodlesartist,383,,False,True
alexxvalle023,59,,True,True
federica_depadova,221,,True,True
houseofhighlights,14724,,False,True
rubenbaldereschi,51,,False,True
apollotheater,2787,,False,True
aribernardini,523,,False,True
leosimi_9,64,,True,True
mydgrancanaria,3896,,True,True
andrea_lazzerinis,18,,True,True
alanissina,1159,,False,True
elemosti,479,,True,True
alessandroo_1005,39,,False,True
deborabaroni1,670,,True,True
cristacober,1023,,False,True
fransu6,15,,True,True
arianna.rya,907,,True,True
adeli_sc,847,,False,True
phil_hemsley,1011,,True,True
ciroascionee,74,,False,True
crouchendph,490,,False,True
the.mistreated.brother,518,,False,True
simotalooo,124,,True,True
giuliascafo,327,,True,True
terlizzi93,383,,True,True
gianna.va,273,,True,True
gio_appeddu,95,,False,True
cacciamassimo,249,,False,True
tombianchi,1279,,False,True
ariannacalliari,54,,True,True
mariashushi,135,,True,True
lauraturelli,104,,True,True
elisabettarossetti91,129,,False,True
talindora,946,,False,True
lewishamilton,715,,False,True
comepermagiacarmen,32,,False,True
ottosteininger,693,,False,True
carolagiann1,239,,True,True
ivymuse_melb,4979,,False,True
mariangela_daniele,114,,True,True
osmelgf,26,,True,True
mattia.alberti,34,,False,True
_eleonorapellegrini_,214,,True,True
_biondo.98,66,,True,True
isacco_gebru,53,,True,True
angelorecchia,1525,,False,True
cicciba,1009,,False,True
anna_denigris,4,,True,True
valebonanni4,63,,True,True
carlocovello27,72,,True,True
marcofarabbi,18,,False,True
wholefooders,244,,False,True
_angelaizzo_,500,,False,True
martonabertoli,184,,True,True
cestmafournee,388,,False,True
federicabonanno98,348,,True,True
lechocolatdanstousnosetats,4143,,False,True
rei_beja,26,,True,True
eleonora_pian,661,,True,True
marklions78,2,,True,True
marti_urru,13,,True,True
adrianadipasca,431,,True,True
flafl196,25,,True,True
noemicorbb,67,,True,True
peppe_ponte,14,,False,True
francescototti,146,,False,True
pet2.0,454,,False,True
valentinakermit,1534,,True,True
giulio.villani,35,,True,True
opocaj_j,172,,True,True
nicetomatthew_,1038,,True,True
ileniamarino96,179,,True,True
re_fede,150,,False,True
giorgiaacarli,714,,False,True
silviavann,653,,True,True
martaqu,371,,True,True
pixidiss,77,,False,True
zenima.stefani,111,,False,True
mattemiche_,15,,False,True
scorsinovi,2,,True,True
sirjoancornella,755,,False,True
saalongo,113,,False,True
ric__011,255,,False,True
patriziadimicco,266,,False,True
davide.w.s,108,,True,True
ire_la_,151,,True,True
alegago98,46,,True,True
dilettanovantini,40,,True,True
vittoria.brch,24,,False,True
erolburcak,380,,True,True
jsbrotbox,137,,False,True
oro.dalo,114,,True,True
michecappelletti,502,,True,True
kendalljennercloset,557,,False,True
davocosta,144,,True,True
clairdevil,294,,False,True
sarimarti00,287,,True,True
helderzech,190,,False,True
libreria_palazzo_roberti,637,,False,True
marco_busdraghi,190,,True,True
ofycm,832,,False,True
feedricarossetti,232,,True,True
_magto,100,,True,True
distopic_rlty,13,,True,True
maryloufaure,796,,False,True
tamsiesto,568,,False,True
alessiaterranova,104,,True,True
bestvines,12140,,False,True
lorenza_anelli,536,,True,True
mvittoriaricci,840,,True,True
javinicieza97,114,,True,True
enolglez32,18,,True,True
enricobruni_,112,,False,True
_mfox,856,,False,True
paulinegrj,92,,True,True
alessandraria_,1039,,False,True
gigante_francesco_,105,,False,True
lauvsongs,26,,False,True
therealhosni,186,,False,True
tishaalde,276,,True,True
labellabritta,125,,True,True
vladimirrestoinroitfeld,494,,True,True
simoneferragina,223,,False,True
noelbayarri,596,,False,True
nojopontemilvio,955,,False,True
zecca.matteoh,45,,True,True
michi_pispi,393,,False,True
_sofiastella_,569,,True,True
sedici_associazione_culturale,250,,False,True
martabc__,973,,False,True
manolog9,1151,,True,True
alessia_nocchi,83,,True,True
alesssia_sodi,360,,True,True
xtamox12,31,,True,True
cati_bonfi,41,,False,True
martina.busdragons,230,,False,True
stefanoleonee,110,,True,True
ilmathew,68,,True,True
zelip_01,28,,True,True
annalisag,49,,False,True
siculamenteufficiale,424,,False,True
yulialongo_photography,590,,False,True
gppemllo,471,,True,True
aurora_comparini,378,,True,True
jean_jullien,1863,,False,True
meert_marais,280,,False,True
ladygaga4pop,961,,False,True
saragavazzi,34,,True,True
gozzolins,176,,True,True
il_corpoumano,394,,False,True
vittifranzini,36,,True,True
roberta_carangelo,1249,,True,True
giuliaign,101,,True,True
maxkuki,652,,True,True
carlosestini,1426,,False,True
elimenendezz,143,,True,True
dartemys,19,,False,True
mondellifrancesco,70,,True,True
marti_mazzitelli,293,,True,True
ariannabandini,419,,True,True
